Campaign_ID,Campaign_Date,Influencer,Platform,Category,Followers,Reach,Impressions,Likes,Comments,Shares,Engagements,Spend_USD,Conversions,Revenue_USD,Audience_Group,Engagement_Rate,ROI,Conversion_Rate,Influencer_Type,ROI_Category,Engagement_Category,Cost_Per_Engagement,Cost_Category
CMP02131,2025-11-26,Influencer_24,X,Fitness,2660944,3141764,6754151,341799,27267,3897,372963,31288.52,7636,1839165.57,Gen Z,11.871133541539084,5778.084262215023,0.24304817293724162,Mega Influencer,High ROI,High Engagement,0.08389175333746243,Cost Efficient
CMP02132,2025-05-06,Influencer_269,TikTok,Beauty,3432286,2348990,3607114,265515,9841,7940,283296,37370.83,47350,4439045.26,Mixed,12.060332313036668,11778.369466238773,2.0157599649210938,Mega Influencer,High ROI,High Engagement,0.13191442872472608,Cost Efficient
CMP02133,2025-12-10,Influencer_7,Instagram,Fitness,3066675,1594064,3874765,52603,2142,3376,58121,21776.95,532,104678.12,Mixed,3.6460894920153772,380.68310759771225,0.03337381686055265,Mega Influencer,High ROI,Low Engagement,0.3746829889368731,Cost Efficient
CMP02134,2025-12-07,Influencer_186,Facebook,Fashion,243457,319441,592860,5256,153,66,5475,36912.81,640,117616.64,Gen Z,1.7139315241312167,218.63366674062473,0.20034998638246188,Macro Influencer,High ROI,Low Engagement,6.742065753424657,Expensive
CMP02135,2025-08-18,Influencer_142,Facebook,Food,4210942,3949887,8308182,329728,10541,5691,345960,27607.12,41727,6704155.17,Gen Z,8.758731578903395,24184.152675107,1.0564099681838999,Mega Influencer,High ROI,Medium Engagement,0.0797985894323043,Cost Efficient
CMP02136,2025-09-07,Influencer_1,TikTok,Beauty,2617901,3008533,5131280,222948,6105,16740,245793,32320.39,42471,5705619.93,Mixed,8.16986218864809,17553.313991570027,1.4116846981568758,Mega Influencer,High ROI,Medium Engagement,0.13149434686911343,Cost Efficient
CMP02137,2025-12-31,Influencer_69,TikTok,Food,4896175,3599135,7222823,402123,71779,9655,483557,35554.4,2083,473475.78,Gen X,13.435367109041477,1231.6939113021172,0.05787501719163076,Mega Influencer,High ROI,High Engagement,0.0735268024245332,Cost Efficient
CMP02138,2025-01-02,Influencer_93,X,Beauty,4918124,3380745,6051976,324542,4453,9056,338051,36057.29,30506,6518019.34,Millennials,9.999304886940601,17976.841992285055,0.9023454889380891,Mega Influencer,High ROI,Medium Engagement,0.10666227876858818,Cost Efficient
CMP02139,2025-10-01,Influencer_217,YouTube,Tech,4164933,3122271,4460660,9195,656,289,10140,41989.71,1403,123115.16,Gen Z,0.32476360956496086,193.20316810952022,0.04493524104730179,Mega Influencer,High ROI,Low Engagement,4.1409970414201185,Expensive
CMP02140,2025-08-19,Influencer_125,YouTube,Travel,2126479,576772,634938,11665,2188,800,14653,19116.77,1272,198018.57,Gen Z,2.5405186104734625,935.8369640896449,0.22053775148585578,Mega Influencer,High ROI,Low Engagement,1.3046318160103734,Moderately Efficient
CMP02141,2025-01-02,Influencer_97,TikTok,Travel,2126089,1679435,3545244,89119,5503,4283,98905,23032.75,9920,2497180.12,Gen X,5.8891829692724045,10741.86699373718,0.5906748400503741,Mega Influencer,High ROI,Medium Engagement,0.23287750872048935,Cost Efficient
CMP02142,2025-07-02,Influencer_43,X,Beauty,2366805,790619,1893559,97919,5465,3706,107090,39263.01,15766,3163276.32,Mixed,13.545083029879121,7956.632234767532,1.994133710421834,Mega Influencer,High ROI,High Engagement,0.36663563357923246,Cost Efficient
CMP02143,2025-07-07,Influencer_40,X,Beauty,3470694,2093251,4815725,260619,31406,9915,301940,5227.85,5919,1724943.77,Millennials,14.424452681498778,32895.28046902646,0.2827658985950562,Mega Influencer,High ROI,High Engagement,0.01731420149698616,Cost Efficient
CMP02144,2025-06-28,Influencer_108,X,Travel,73667,28270,50071,1702,146,112,1960,38736.08,283,70218.0,Gen X,6.9331446763353375,81.2728598247422,1.0010611956137248,Micro Influencer,Medium ROI,Medium Engagement,19.76330612244898,Expensive
CMP02145,2025-09-25,Influencer_156,Instagram,Tech,1408503,1552024,2690338,157993,10753,5636,174382,43902.81,3803,937351.48,Mixed,11.235779859074345,2035.0603298513238,0.24503487059478463,Mega Influencer,High ROI,High Engagement,0.2517622805106031,Cost Efficient
CMP02146,2025-10-03,Influencer_106,Instagram,Travel,2771690,1855113,3298843,58087,6183,3779,68049,17585.51,10181,710512.3,Millennials,3.6681862506488825,3940.3280882954214,0.5488075389477622,Mega Influencer,High ROI,Low Engagement,0.2584242237211421,Cost Efficient
CMP02147,2025-02-03,Influencer_133,Facebook,Tech,2610267,2328988,5663844,48177,8984,341,57502,36750.81,3222,930980.32,Gen X,2.4689693549301244,2433.2239479891737,0.13834334912846266,Mega Influencer,High ROI,Low Engagement,0.63912229139856,Cost Efficient
CMP02148,2025-10-22,Influencer_238,YouTube,Fashion,1067487,1189875,2942613,45463,5117,1291,51871,5588.42,9975,2647010.26,Gen Z,4.359365479567182,47265.98645055311,0.8383233532934131,Mega Influencer,High ROI,Low Engagement,0.10773688573576758,Cost Efficient
CMP02149,2025-07-25,Influencer_46,YouTube,Tech,1455491,410897,604672,31044,1592,1214,33850,4988.56,723,74326.15,Gen Z,8.238074261919653,1389.9319643343968,0.175956504914857,Mega Influencer,High ROI,Medium Engagement,0.1473725258493353,Cost Efficient
CMP02150,2025-06-07,Influencer_152,Instagram,Food,2788871,3757864,5766583,205387,3547,2061,210995,16376.02,2565,187621.04,Mixed,5.614758809791946,1045.7059773986598,0.06825686081241897,Mega Influencer,High ROI,Medium Engagement,0.07761330837223632,Cost Efficient
CMP02151,2025-06-10,Influencer_164,Facebook,Food,4470651,1405287,2906576,12539,1678,743,14960,30888.61,1251,257481.15,Mixed,1.0645512269024051,733.5795945495767,0.0890209615544725,Mega Influencer,High ROI,Low Engagement,2.064746657754011,Expensive
CMP02152,2025-02-20,Influencer_73,Facebook,Travel,1992295,2339165,3410830,159261,3931,12835,176027,28138.91,12053,2257985.46,Gen X,7.52520664425126,7924.424044854615,0.5152693375627628,Mega Influencer,High ROI,Medium Engagement,0.15985564714504025,Cost Efficient
CMP02153,2025-07-15,Influencer_195,X,Fashion,2863555,1141158,1854911,21604,853,98,22555,21257.88,867,240125.23,Gen Z,1.9765010629553488,1029.582206692295,0.07597545650996619,Mega Influencer,High ROI,Low Engagement,0.9424908002660165,Cost Efficient
CMP02154,2025-03-05,Influencer_208,X,Tech,494866,674860,1573964,92154,17260,2174,111588,8421.85,8203,471831.09,Mixed,16.534985033932966,5502.463710467416,1.2155113653202145,Macro Influencer,High ROI,High Engagement,0.07547272108111984,Cost Efficient
CMP02155,2025-07-15,Influencer_292,Facebook,Tech,4224310,5924898,7275285,87885,16368,5835,110088,46429.6,13186,893216.75,Gen Z,1.8580573032649679,1823.8088417733516,0.22255235448779032,Mega Influencer,High ROI,Low Engagement,0.4217498728290095,Cost Efficient
CMP02156,2025-10-19,Influencer_118,YouTube,Beauty,4439229,2004838,2819774,300483,52414,23218,376115,4774.34,518,11973.2,Gen X,18.760368668191642,150.78230708328272,0.02583749908970201,Mega Influencer,High ROI,High Engagement,0.012693830344442525,Cost Efficient
CMP02157,2025-01-24,Influencer_238,TikTok,Travel,4130515,1521508,1824293,164542,29885,1615,196042,35321.23,10358,629920.03,Gen X,12.884717004445589,1683.4034375360086,0.6807719709656472,Mega Influencer,High ROI,High Engagement,0.18017174891094767,Cost Efficient
CMP02158,2025-02-15,Influencer_152,TikTok,Tech,4139484,4783260,6606317,200770,36480,15179,252429,46994.14,9496,1811996.91,Gen Z,5.27734223103072,3755.793318060507,0.19852569168307804,Mega Influencer,High ROI,Medium Engagement,0.1861677541011532,Cost Efficient
CMP02159,2025-07-14,Influencer_23,TikTok,Travel,2779161,3001379,5305175,421020,3033,9666,433719,45719.61,67644,8918281.29,Gen Z,14.4506575144292,19406.46842788029,2.253764019805563,Mega Influencer,High ROI,High Engagement,0.10541297476015576,Cost Efficient
CMP02160,2025-09-02,Influencer_135,Facebook,Food,1456444,1789508,4022152,137540,429,6861,144830,39267.2,27770,2891469.44,Gen X,8.09328597581011,7263.574280824709,1.5518231826848496,Mega Influencer,High ROI,Medium Engagement,0.27112614789753503,Cost Efficient
CMP02161,2025-06-19,Influencer_224,Facebook,Beauty,350453,397211,411089,57157,1376,5203,63736,25382.48,11948,2194114.26,Gen X,16.04587989758592,8544.207579401223,3.007973092386666,Macro Influencer,High ROI,High Engagement,0.39824400652692354,Cost Efficient
CMP02162,2025-09-09,Influencer_272,X,Travel,1714270,421470,990821,21676,2913,1772,26361,40360.33,1816,298097.37,Mixed,6.254537689515267,638.5900214393687,0.43087289724061023,Mega Influencer,High ROI,Medium Engagement,1.5310621751830356,Moderately Efficient
CMP02163,2025-03-07,Influencer_71,X,Fashion,3196363,2083623,4262853,124699,2437,3380,130516,19772.96,1729,236308.19,Gen Z,6.2638970677517,1095.1078139034319,0.08298046239650839,Mega Influencer,High ROI,Medium Engagement,0.15149836035428607,Cost Efficient
CMP02164,2025-05-22,Influencer_229,Instagram,Travel,820457,1016688,2340623,145855,12533,154,158542,46144.19,15803,3991809.37,Gen Z,15.59396786428088,8550.730178598866,1.5543608265269186,Macro Influencer,High ROI,High Engagement,0.2910534117142461,Cost Efficient
CMP02165,2025-10-14,Influencer_87,X,Fitness,1798838,1549917,2031897,31885,6235,2958,41078,36648.68,5296,1188203.91,Gen X,2.650335469576758,3142.1465384292146,0.341695716609341,Mega Influencer,High ROI,Low Engagement,0.892172939286236,Cost Efficient
CMP02166,2025-04-30,Influencer_158,Facebook,Tech,616873,595811,1269213,34128,3775,3318,41221,28386.21,792,228071.68,Millennials,6.918469111849228,703.4594262495768,0.13292805940138736,Macro Influencer,High ROI,Medium Engagement,0.6886346764998423,Cost Efficient
CMP02167,2025-06-19,Influencer_114,YouTube,Beauty,4937896,3288288,3746884,385670,53597,31084,470351,11145.12,7388,1844196.78,Mixed,14.303826185540927,16447.123584133682,0.22467618408119971,Mega Influencer,High ROI,High Engagement,0.023695325405920262,Cost Efficient
CMP02168,2025-07-31,Influencer_170,Facebook,Beauty,4140143,870152,1596633,113415,16739,8476,138630,20498.6,20548,3452921.87,Millennials,15.931699289319567,16744.671684895555,2.3614265093914626,Mega Influencer,High ROI,High Engagement,0.147865541369112,Cost Efficient
CMP02169,2025-01-01,Influencer_57,X,Tech,4975454,6757634,10483387,695864,48656,20825,765345,26514.09,43198,9535231.07,Millennials,11.325635570082666,35862.88264089018,0.6392474052308841,Mega Influencer,High ROI,High Engagement,0.03464331771945985,Cost Efficient
CMP02170,2025-08-05,Influencer_249,Facebook,Beauty,2060146,1412377,1500794,133781,16860,5622,156263,21641.15,23848,2467011.09,Mixed,11.063830691097348,11299.630287669554,1.6885010163716911,Mega Influencer,High ROI,High Engagement,0.13849183747912175,Cost Efficient
CMP02171,2025-05-24,Influencer_295,TikTok,Travel,4215284,944281,2288592,73118,5317,6572,85007,27807.37,15726,4601403.75,Mixed,9.002299103762546,16447.425196989145,1.6653940934954745,Mega Influencer,High ROI,Medium Engagement,0.32711859023374545,Cost Efficient
CMP02172,2025-12-30,Influencer_169,X,Beauty,2808859,1096935,1477106,52703,1339,3917,57959,16457.67,5656,1195848.87,Millennials,5.283722371881653,7166.21004066797,0.5156185188730418,Mega Influencer,High ROI,Medium Engagement,0.28395365689539154,Cost Efficient
CMP02173,2025-02-02,Influencer_150,X,Food,4220019,4684332,8117090,563656,92879,29978,686513,48285.71,22812,6632612.61,Millennials,14.655515450228549,13636.18118072614,0.48698512402622185,Mega Influencer,High ROI,High Engagement,0.07033473510334108,Cost Efficient
CMP02174,2025-11-10,Influencer_209,TikTok,Fitness,3595873,2793603,5980878,392368,15452,32315,440135,21507.84,43872,3629334.4,Gen Z,15.75510192393121,16774.471820508243,1.5704450489206947,Mega Influencer,High ROI,High Engagement,0.04886646142660775,Cost Efficient
CMP02175,2025-01-05,Influencer_26,X,Tech,3005719,3643666,6025696,117113,20043,6612,143768,22309.69,19633,2738705.71,Gen X,3.945696449674586,12175.857306847383,0.5388254576572057,Mega Influencer,High ROI,Low Engagement,0.1551784124422681,Cost Efficient
CMP02176,2025-06-17,Influencer_295,Facebook,Beauty,4231516,5347068,5836529,115713,12986,3145,131844,41937.62,2823,656088.52,Millennials,2.4657251413297905,1464.4390883412077,0.052795288932177414,Mega Influencer,High ROI,Low Engagement,0.31808516125117564,Cost Efficient
CMP02177,2025-12-06,Influencer_86,Facebook,Food,1448470,2025763,2465100,274997,18410,24886,318293,27301.78,48841,3916590.08,Mixed,15.71225261790249,14245.548458745183,2.410992796294532,Mega Influencer,High ROI,High Engagement,0.08577562183271388,Cost Efficient
CMP02178,2025-11-21,Influencer_260,Instagram,Fitness,4642393,1223111,2376069,66695,7151,5369,79215,34860.81,15655,676101.04,Gen Z,6.476517666834818,1839.4300935635172,1.2799328924357642,Mega Influencer,High ROI,Medium Engagement,0.44007839424351447,Cost Efficient
CMP02179,2025-07-11,Influencer_270,Facebook,Food,1712118,779862,1130814,756,28,47,831,43588.12,122,27983.17,Mixed,0.10655731398632065,-35.80092465561718,0.015643793389086787,Mega Influencer,Low ROI,Low Engagement,52.45261131167268,Expensive
CMP02180,2025-07-21,Influencer_21,X,Food,876157,1232846,1836255,71551,6839,134,78524,17579.99,9607,607042.29,Mixed,6.369327555915337,3353.0297798804204,0.779253856523848,Macro Influencer,High ROI,Medium Engagement,0.22388046966532527,Cost Efficient
CMP02181,2025-04-16,Influencer_203,TikTok,Travel,2243471,3165119,7080507,211335,41493,4519,257347,25040.74,3160,619851.04,Gen Z,8.130721151400627,2375.370296564718,0.09983826832419254,Mega Influencer,High ROI,Medium Engagement,0.09730340746152083,Cost Efficient
CMP02182,2025-09-14,Influencer_187,Instagram,Tech,899298,880494,1082774,91594,13404,7286,112284,37074.85,22384,1410144.68,Gen Z,12.752386728359308,3703.5074450739517,2.542209259801884,Macro Influencer,High ROI,High Engagement,0.33018818353460866,Cost Efficient
CMP02183,2025-06-24,Influencer_164,X,Tech,2999229,4381288,9130526,228173,36518,8062,272753,43114.32,44153,7028966.81,Gen Z,6.225406775359209,16203.090968383589,1.0077630139812768,Mega Influencer,High ROI,Medium Engagement,0.15807092864239808,Cost Efficient
CMP02184,2025-05-28,Influencer_203,Instagram,Food,1332396,935555,1520442,57127,9960,3042,70129,20184.42,10517,1718052.7,Gen Z,7.495978323027508,8411.776409725919,1.1241455606565087,Mega Influencer,High ROI,Medium Engagement,0.2878184488585321,Cost Efficient
CMP02185,2025-09-05,Influencer_192,TikTok,Fashion,4031706,5157264,5793046,590004,91362,37328,718694,46938.84,132359,5044035.42,Millennials,13.935567386117912,10645.973739444777,2.5664577186663315,Mega Influencer,High ROI,High Engagement,0.06531130077613004,Cost Efficient
CMP02186,2025-02-21,Influencer_220,TikTok,Travel,4804204,5192681,7352863,100739,10063,9901,120703,39147.25,11120,863828.57,Millennials,2.324483248633991,2106.6136701811747,0.21414756654606742,Mega Influencer,High ROI,Low Engagement,0.3243270672642768,Cost Efficient
CMP02187,2025-08-16,Influencer_223,TikTok,Food,4363189,5179699,11084198,542580,102327,42216,687123,17149.03,124756,12000494.86,Gen X,13.26569362428203,69877.68888386108,2.408556945104339,Mega Influencer,High ROI,High Engagement,0.024957729547693788,Cost Efficient
CMP02188,2025-12-29,Influencer_108,TikTok,Tech,4886096,6680551,11504665,379312,42758,19861,441931,36401.57,34524,6960722.27,Mixed,6.615187878963876,19022.038609873143,0.5167837203847407,Mega Influencer,High ROI,Medium Engagement,0.08236935177663482,Cost Efficient
CMP02189,2025-05-17,Influencer_28,Facebook,Food,4506047,3658801,6362449,352721,53818,11455,417994,47562.1,360,90870.9,Millennials,11.424343657936028,91.05737551537884,0.009839288881794883,Mega Influencer,Medium ROI,High Engagement,0.11378656152959132,Cost Efficient
CMP02190,2025-02-26,Influencer_64,TikTok,Beauty,2504648,3317826,5038654,188813,30406,15295,234514,6686.97,3349,689616.86,Gen X,7.068303159960769,10212.84513015611,0.10093959116602258,Mega Influencer,High ROI,Medium Engagement,0.028514161201463453,Cost Efficient
CMP02191,2025-12-04,Influencer_135,X,Food,3879419,3069824,4123001,150956,20147,4311,175414,12399.4,4712,1174330.37,Millennials,5.7141386607180085,9370.86447731342,0.15349414168369263,Mega Influencer,High ROI,Medium Engagement,0.07068649024593247,Cost Efficient
CMP02192,2025-11-28,Influencer_250,TikTok,Fashion,1451799,955453,1478968,131298,11045,6579,148922,13100.84,7325,849190.64,Mixed,15.586533298864518,6381.955660858388,0.7666520488187278,Mega Influencer,High ROI,High Engagement,0.08797115268395536,Cost Efficient
CMP02193,2025-03-16,Influencer_275,TikTok,Fitness,4480241,2811076,5546398,245253,14034,20307,279594,33426.97,9948,861302.17,Gen X,9.946155849219302,2476.668390823338,0.35388584300104303,Mega Influencer,High ROI,Medium Engagement,0.11955539103128107,Cost Efficient
CMP02194,2025-07-05,Influencer_257,Instagram,Beauty,4637280,1033876,2236139,152686,25757,13713,192156,17528.52,19763,5004031.59,Mixed,18.58598129756373,28447.941240903394,1.911544517911239,Mega Influencer,High ROI,High Engagement,0.0912202585399363,Cost Efficient
CMP02195,2025-07-30,Influencer_86,YouTube,Tech,3377011,869933,1897430,119368,17406,4305,141079,31589.46,3862,917126.53,Gen X,16.21722592429532,2803.2675139112857,0.4439422346318624,Mega Influencer,High ROI,High Engagement,0.22391326845242734,Cost Efficient
CMP02196,2025-02-19,Influencer_131,Facebook,Beauty,3725874,754285,774925,13438,1040,825,15303,40439.76,1831,361453.29,Mixed,2.0288087394022156,793.806713986433,0.24274644199473674,Mega Influencer,High ROI,Low Engagement,2.642603411095864,Expensive
CMP02197,2025-09-13,Influencer_146,TikTok,Beauty,2060880,3022180,3586506,183233,20938,11147,215318,49737.35,33970,7459914.34,Mixed,7.12459218180254,14898.616412012303,1.1240230562044615,Mega Influencer,High ROI,Medium Engagement,0.23099485412273937,Cost Efficient
CMP02198,2025-01-16,Influencer_21,Instagram,Food,312046,112167,116440,12823,422,44,13289,4352.74,1435,276118.27,Gen Z,11.84751308317063,6243.550728966123,1.2793424090864516,Macro Influencer,High ROI,High Engagement,0.3275445857476108,Cost Efficient
CMP02199,2025-04-02,Influencer_271,TikTok,Fitness,3215662,2566148,5609256,141505,18839,552,160896,24699.62,14181,3065991.05,Gen Z,6.269942341595263,12313.11020169541,0.5526181654370675,Mega Influencer,High ROI,Medium Engagement,0.15351295246618935,Cost Efficient
CMP02200,2025-07-25,Influencer_128,TikTok,Tech,3338562,4590606,5665467,383003,75809,15494,474306,33396.83,76736,10649555.88,Mixed,10.332099944974585,31787.92433293819,1.6715875856041662,Mega Influencer,High ROI,High Engagement,0.07041199141482503,Cost Efficient
CMP02201,2025-08-21,Influencer_66,YouTube,Travel,4084633,6126191,9507980,706637,93345,69104,869086,29920.14,11931,1872378.76,Millennials,14.186400652542503,6157.921119353052,0.19475396702453449,Mega Influencer,High ROI,High Engagement,0.03442713379343356,Cost Efficient
CMP02202,2025-05-20,Influencer_98,Instagram,Travel,2266684,2749074,6736765,120939,11328,1749,134016,37787.44,20067,442364.51,Mixed,4.874950619735955,1070.6654645035492,0.7299548866272788,Mega Influencer,High ROI,Low Engagement,0.28196215377268385,Cost Efficient
CMP02203,2025-12-31,Influencer_291,Facebook,Food,2600524,1077810,2104832,161183,7438,7086,175707,20556.83,14756,1591014.14,Gen Z,16.302223954129204,7639.588934675238,1.3690724710292166,Mega Influencer,High ROI,High Engagement,0.11699494044061991,Cost Efficient
CMP02204,2025-11-18,Influencer_224,TikTok,Travel,2249399,1970941,2037006,5869,115,472,6456,33840.45,477,117001.4,Millennials,0.3275592724490484,245.74422030439905,0.02420163769488787,Mega Influencer,High ROI,Low Engagement,5.241705390334572,Expensive
CMP02205,2025-05-16,Influencer_35,YouTube,Travel,3271147,4159821,7364959,359452,23796,27207,410455,12245.59,61728,15230635.48,Mixed,9.867131302044006,124276.4937418287,1.4839100047814557,Mega Influencer,High ROI,Medium Engagement,0.029834184015300094,Cost Efficient
CMP02206,2025-02-08,Influencer_136,YouTube,Fitness,3601090,5115948,5911628,132488,22037,2109,156634,47867.25,26118,6389373.12,Millennials,3.0616808458569165,13248.109866349123,0.5105212171820355,Mega Influencer,High ROI,Low Engagement,0.305599359015284,Cost Efficient
CMP02207,2025-11-13,Influencer_157,Facebook,Fitness,3168628,974007,1132096,128349,21044,8959,158352,28596.63,4818,1233468.35,Mixed,16.25778870172391,4213.334648173579,0.4946576359307479,Mega Influencer,High ROI,High Engagement,0.18058900424371022,Cost Efficient
CMP02208,2025-02-09,Influencer_57,X,Fashion,2216481,2256222,3179631,195293,14085,5931,215309,19051.84,20786,2046297.1,Gen X,9.542899590554475,10640.679640391689,0.9212745908868897,Mega Influencer,High ROI,Medium Engagement,0.08848603634776066,Cost Efficient
CMP02209,2025-10-10,Influencer_277,Instagram,Beauty,716783,342606,816104,12393,2103,42,14538,34513.9,601,21769.92,Millennials,4.243358259925396,-36.92419575881022,0.17542016193528426,Macro Influencer,Low ROI,Low Engagement,2.37404732425368,Expensive
CMP02210,2025-09-12,Influencer_42,TikTok,Food,3730232,4807343,10015693,538010,39450,51144,628604,5435.99,102061,27697977.94,Millennials,13.075913243552623,509429.59700073046,2.123023050362747,Mega Influencer,High ROI,High Engagement,0.008647717800077632,Cost Efficient
CMP02211,2025-01-31,Influencer_50,Instagram,Tech,1391936,328875,365627,43476,8566,2002,54044,10317.15,5312,503310.04,Mixed,16.432991258076775,4778.382499042856,1.6152033447358418,Mega Influencer,High ROI,High Engagement,0.19090278291762267,Cost Efficient
CMP02212,2025-08-28,Influencer_248,Instagram,Beauty,1418540,1282662,3036224,3093,210,5,3308,25653.83,414,114941.96,Gen Z,0.25790114620999144,348.04990132077745,0.03227662470705455,Mega Influencer,High ROI,Low Engagement,7.755087666263604,Expensive
CMP02213,2025-11-06,Influencer_192,Instagram,Food,3539213,3750929,6469424,113773,17818,3891,135482,38886.24,12370,747478.78,Mixed,3.6119585308066346,1822.2192220178656,0.3297849679372763,Mega Influencer,High ROI,Low Engagement,0.28702144934382423,Cost Efficient
CMP02214,2025-09-26,Influencer_265,Facebook,Travel,4050854,4438746,4876054,436345,24329,6152,466826,25199.89,5488,542998.64,Gen Z,10.517069460608921,2054.7659136607344,0.12363852313243424,Mega Influencer,High ROI,High Engagement,0.05398133351612806,Cost Efficient
CMP02215,2025-07-18,Influencer_153,TikTok,Food,2515941,840000,1331313,75375,3653,371,79399,11696.32,13561,2820147.67,Gen X,9.452261904761905,24011.409999042437,1.6144047619047621,Mega Influencer,High ROI,Medium Engagement,0.1473106714190355,Cost Efficient
CMP02216,2025-01-11,Influencer_199,TikTok,Travel,3603065,2909289,3385779,321422,5470,13154,340046,2331.75,30247,5764573.36,Gen Z,11.688285350819392,247120.90103999144,1.0396698299825147,Mega Influencer,High ROI,High Engagement,0.006857160501814461,Cost Efficient
CMP02217,2025-02-28,Influencer_231,Instagram,Fashion,4736870,5376885,11431436,676612,4064,30081,710757,15269.21,88167,21867021.01,Gen Z,13.218750261536186,143109.90417971855,1.6397412256352888,Mega Influencer,High ROI,High Engagement,0.021483024437325273,Cost Efficient
CMP02218,2025-08-25,Influencer_142,YouTube,Fashion,3136357,2905048,3340112,208297,35715,4664,248676,29189.07,30454,8748085.33,Gen X,8.560133946151664,29870.41471345267,1.0483131431907493,Mega Influencer,High ROI,Medium Engagement,0.11737791342952275,Cost Efficient
CMP02219,2025-03-13,Influencer_90,Instagram,Food,2069654,594156,816044,52263,2279,2797,57339,47653.73,6588,1599891.1,Gen Z,9.650495829378142,3257.3260687043808,1.1087997091672894,Mega Influencer,High ROI,Medium Engagement,0.8310875669265247,Cost Efficient
CMP02220,2025-04-29,Influencer_102,TikTok,Travel,4618114,5173168,8707700,289868,33721,347,323936,7507.45,55259,15464552.26,Millennials,6.2618496055028565,205889.41398211115,1.068184911064168,Mega Influencer,High ROI,Medium Engagement,0.02317571989528796,Cost Efficient
CMP02221,2025-06-17,Influencer_44,Facebook,Fitness,4224543,5389768,6943024,651850,83735,5423,741008,710.96,94929,13823339.43,Gen X,13.748421082317458,1944220.2754022728,1.761281747192087,Mega Influencer,High ROI,High Engagement,0.0009594498305011553,Cost Efficient
CMP02222,2025-06-05,Influencer_25,Instagram,Tech,2129367,1470533,1950674,181049,22630,4006,207685,1786.92,10687,2411343.07,Millennials,14.123110464029029,134844.0976652564,0.7267432964782157,Mega Influencer,High ROI,High Engagement,0.008603991621927438,Cost Efficient
CMP02223,2025-06-23,Influencer_233,Instagram,Food,1589788,497309,743789,67369,10410,4780,82559,35473.42,401,112634.86,Mixed,16.60114737517318,217.51903256015353,0.08063397203750586,Mega Influencer,High ROI,High Engagement,0.42967356678254337,Cost Efficient
CMP02224,2025-10-21,Influencer_156,Instagram,Tech,684217,899147,1842251,50496,545,2834,53875,20834.87,7413,2032016.79,Gen X,5.991789996518923,9652.961213580886,0.8244480602170723,Macro Influencer,High ROI,Medium Engagement,0.3867261252900232,Cost Efficient
CMP02225,2025-10-30,Influencer_165,YouTube,Tech,3205337,661121,753568,51501,4161,4435,60097,40552.99,10407,2047422.1,Mixed,9.090166550449917,4948.757440573433,1.574144521199599,Mega Influencer,High ROI,Medium Engagement,0.6747922525250845,Cost Efficient
CMP02226,2025-12-08,Influencer_224,Instagram,Fashion,3232164,2993631,3511394,292313,29733,25038,347084,41720.05,59976,9004838.84,Mixed,11.594080900418255,21483.959846644477,2.00345333142261,Mega Influencer,High ROI,High Engagement,0.12020159385048,Cost Efficient
CMP02227,2025-05-02,Influencer_23,YouTube,Tech,2348261,1154811,1717083,172080,29831,7645,209556,42216.55,41890,9782001.08,Millennials,18.146346025453518,23071.010137019723,3.627433406851857,Mega Influencer,High ROI,High Engagement,0.20145712840481783,Cost Efficient
CMP02228,2025-06-24,Influencer_60,Instagram,Fitness,2217242,2115664,3449163,236652,21855,16384,274891,44858.78,17313,5167455.46,Gen X,12.993131234449326,11419.384744747851,0.8183246489045519,Mega Influencer,High ROI,High Engagement,0.1631875179616648,Cost Efficient
CMP02229,2025-06-26,Influencer_199,Instagram,Fitness,4474890,5890838,11074616,735056,115035,28476,878567,42263.02,141935,6523942.92,Gen X,14.914125969853526,15336.528009593258,2.4094195087354295,Mega Influencer,High ROI,High Engagement,0.048104492884435676,Cost Efficient
CMP02230,2025-07-31,Influencer_61,Instagram,Fashion,1361614,1128428,1898604,153107,29206,5901,188214,40972.61,19598,4796982.03,Gen Z,16.679309623653438,11607.77753723768,1.7367523670096807,Mega Influencer,High ROI,High Engagement,0.21769161698917192,Cost Efficient
CMP02231,2025-08-03,Influencer_175,Facebook,Tech,4062066,5846824,10899623,411356,40206,29468,481030,18421.84,88301,20140603.64,Mixed,8.227201639727825,109230.03239632958,1.510238721056081,Mega Influencer,High ROI,Medium Engagement,0.03829665509427686,Cost Efficient
CMP02232,2025-04-15,Influencer_297,Instagram,Travel,1273557,530239,1073567,27636,2435,2081,32152,17223.74,5583,150317.54,Gen X,6.063680717563212,772.7346093241073,1.052921418454697,Mega Influencer,High ROI,Medium Engagement,0.5356973127643693,Cost Efficient
CMP02233,2025-04-04,Influencer_209,Instagram,Tech,3190563,2829876,4310784,218655,757,14222,233634,19258.33,38684,8668925.25,Millennials,8.255980120683732,44913.899180250824,1.3669856912458356,Mega Influencer,High ROI,Medium Engagement,0.08242948372240343,Cost Efficient
CMP02234,2025-12-01,Influencer_106,X,Travel,3438375,4182178,7170497,464471,57774,29903,552148,22232.13,49107,7422447.75,Mixed,13.202403149746376,33286.12966908704,1.1741967941106286,Mega Influencer,High ROI,High Engagement,0.040264802190716986,Cost Efficient
